pitch_type,batter,pitcher,zone,stand,p_throws,type,estimated_woba_using_speedangle
KC,656896,518886,5,R,R,X,0.364
FF,656976,518886,5,L,R,X,0.056
ST,607208,623149,11,R,R,X,0.212
FF,656941,623149,1,L,R,X,0.25
SI,677950,621237,5,L,L,X,0.183
SI,672515,621237,5,R,L,X,1.635
FC,682998,621237,5,L,L,X,0.739
SI,672695,621237,8,R,L,X,0.148
FC,656896,621237,14,R,L,X,0.13
ST,656976,689147,6,L,R,X,0.771
ST,666971,689147,2,R,R,X,0.224
ST,502054,689147,5,R,R,X,0.619
SI,681082,657044,7,L,R,X,0.192
SI,664761,657044,13,R,R,X,0.207
SL,572233,656546,3,R,R,X,0.437
CH,682998,624133,13,L,L,X,0.278
FF,606466,624133,4,R,L,X,1.453
CU,607208,685314,8,R,L,X,0.474
FF,592663,694297,9,R,R,X,0.265
FF,681082,694297,12,L,R,X,0.112
FF,666971,624133,5,R,L,X,0.065
SI,672515,624133,9,R,L,X,0.161
FF,664761,694297,5,R,R,X,0.14
CH,547180,694297,13,L,R,X,0.223
SI,682998,624133,8,L,L,X,0.212
CU,606466,624133,6,R,L,X,0.76
FF,656896,624133,1,R,L,X,0.081
FF,669016,694297,4,L,R,X,0.965
SI,666971,624133,7,R,L,X,0.38
CU,572233,624133,9,R,L,X,0.162
ST,664761,694297,14,R,R,X,0.041
FF,606466,624133,7,R,L,X,0.458
FF,547180,694297,6,L,R,X,0.244
ST,607208,694297,6,R,R,X,0.404
SL,673962,519151,14,R,R,X,0.051
SI,663656,527048,5,L,L,X,0.797
SI,547989,527048,8,R,L,X,0.0
SI,670541,527048,9,L,L,X,0.951
CU,608324,527048,8,R,L,X,1.334
FF,641680,650556,3,L,R,X,0.057
FF,666969,650556,14,R,R,X,0.249
FF,608369,650556,5,L,R,X,0.013
SL,514888,592351,1,R,R,X,0.316
SL,665161,592351,3,R,R,X,0.164
FF,643289,592351,4,R,R,X,0.779
FF,665750,593576,5,L,R,X,0.012
FF,673962,593576,2,R,R,X,1.888
SL,663993,593576,9,L,R,X,0.35
FF,641680,593576,1,L,R,X,0.003
SL,547989,592351,6,R,R,X,0.008
FF,670541,519293,6,L,L,X,0.869
CH,514888,608717,13,R,R,X,0.592
FF,455117,608717,12,R,R,X,0.242
SL,665161,608717,5,R,R,X,0.138
FF,666969,593576,12,R,R,X,0.735
FF,608369,664299,7,L,R,X,0.162
FF,543760,664299,12,R,R,X,0.085
FF,643289,608717,2,R,R,X,0.916
FF,547989,608717,4,R,R,X,0.276
SL,670541,674003,13,L,L,X,1.969
FF,665750,664299,8,L,R,X,0.023
SL,673962,664299,5,R,R,X,1.125
FF,663993,664299,5,L,R,X,0.593
KC,641598,664299,8,R,R,X,0.445
FF,641680,664299,9,L,R,X,0.573
FF,608324,674003,3,R,L,X,0.18
SL,514888,674003,3,R,L,X,0.904
FF,666969,664299,12,R,R,X,0.105
FF,608369,664299,2,L,R,X,0.04
FF,643289,453286,5,R,R,X,0.937
FF,663656,453286,1,L,R,X,0.314
SL,547989,453286,5,R,R,X,0.865
SL,543760,664299,6,R,R,X,0.09
FF,663993,664299,3,L,R,X,0.01
CU,670541,453286,13,L,R,X,0.01
SL,608324,453286,9,R,R,X,0.097
FF,514888,453286,12,R,R,X,1.422
FF,641598,664299,6,R,R,X,0.477
FF,641680,664299,6,L,R,X,0.003
FF,666969,664299,8,R,R,X,0.046
FF,455117,453286,2,R,R,X,0.536
FF,665161,453286,13,R,R,X,0.039
SL,643289,453286,8,R,R,X,0.679
FF,608369,664299,6,L,R,X,0.413
FF,543760,664299,9,R,R,X,0.013
FF,608324,453286,8,R,R,X,0.31
CU,514888,453286,9,R,R,X,0.82
FF,572233,689147,1,R,R,X,0.7
SI,547180,685314,12,L,L,X,0.53
FF,624641,677944,6,R,R,X,0.013
FF,606466,621381,12,R,L,X,0.008
FF,592206,669194,8,R,R,X,0.477
FF,592663,669194,2,R,R,X,0.556
FF,681082,669194,12,L,R,X,0.003
SL,664761,669194,14,R,R,X,0.687
FF,547180,669194,5,L,R,X,0.319
FF,607208,669194,4,R,R,X,0.846
FF,666971,656546,4,R,R,X,0.237
SI,669016,573009,5,L,L,X,0.42
CH,592663,573009,12,R,L,X,0.776
SI,681082,573009,5,L,L,X,0.065
FF,664761,518876,2,R,R,X,0.0
CH,656941,518876,7,L,R,X,1.909
KC,502054,605400,9,R,R,X,0.103
SI,606466,605400,3,L,R,X,0.864
SI,682998,605400,11,L,R,X,0.086
KC,677950,605400,7,L,R,X,0.177
CH,681082,518876,5,L,R,X,0.267
CH,664761,518876,14,R,R,X,0.049
KC,666971,605400,14,R,R,X,0.255
CH,672515,605400,5,R,R,X,0.528
KC,502054,605400,9,R,R,X,0.171
KC,606466,605400,4,L,R,X,0.396
CH,547180,518876,4,L,R,X,1.187
FF,656941,518876,4,L,R,X,1.14
FF,669016,518876,3,L,R,X,0.003
KC,682998,605400,5,L,R,X,0.411
FF,672695,605400,1,L,R,X,0.013
SI,592206,518876,7,R,R,X,0.007
SL,592663,518876,5,R,R,X,0.406
FC,681082,518876,3,L,R,X,0.003
CH,677950,605400,11,L,R,X,0.054
SI,672515,605400,13,R,R,X,0.634
SI,664761,518876,4,R,R,X,1.536
FC,607208,518876,4,R,R,X,1.967
CH,656941,518876,13,L,R,X,0.095
KC,572233,605400,4,R,R,X,0.008
KC,682998,605400,4,L,R,X,0.067
FF,514888,600917,3,R,R,X,0.283
SL,673237,600917,6,R,R,X,0.263
FF,665161,600917,12,R,R,X,0.313
CH,608369,519151,4,L,R,X,0.044
SL,676801,600917,14,R,R,X,0.102
SL,670541,547973,7,L,L,X,1.893
FF,663656,547973,7,L,L,X,0.405
FF,608324,547973,2,R,L,X,0.031
SL,663993,650556,6,L,R,X,0.252
FF,673237,622250,8,R,R,X,0.204
SL,665161,622250,3,R,R,X,0.243
ST,641598,664208,2,R,R,X,0.161
ST,666969,664208,6,R,R,X,0.262
CH,543760,641585,6,R,R,X,0.389
CU,665750,641585,5,L,R,X,1.265
ST,673962,641585,8,R,R,X,0.564
FC,608324,543135,6,R,R,X,0.04
FC,665161,543135,9,R,R,X,0.087
FC,676801,543135,8,R,R,X,0.634
CH,663993,641585,8,L,R,X,0.946
CH,641680,641585,6,L,R,X,0.137
ST,641598,641585,9,R,R,X,0.0
CU,663656,543135,7,L,R,X,0.003
FS,608324,543135,4,R,R,X,1.003
FF,608369,606160,2,L,R,X,0.552
FS,514888,543135,2,R,R,X,0.383
FF,665161,543135,4,R,R,X,0.022
SL,641680,664285,8,R,L,X,1.811
CU,676801,543135,8,R,R,X,0.252
FC,547989,543135,6,R,R,X,0.072
FF,670541,543135,2,L,R,X,1.909
CH,543257,664285,7,R,L,X,0.05
CH,543760,664285,5,R,L,X,0.436
FS,663656,543135,8,L,R,X,0.712
FC,608324,543135,5,R,R,X,0.101
FF,514888,543135,6,R,R,X,0.047
CU,665750,664285,5,R,L,X,0.899
SI,663993,664285,5,L,L,X,0.286
CH,641598,664285,8,R,L,X,0.816
SI,666969,664285,6,R,L,X,0.93
CU,543257,664285,7,R,L,X,0.145
SI,608369,664285,6,L,L,X,0.459
SI,543760,664285,14,R,L,X,0.413
FF,666971,518886,6,R,R,X,0.416
FC,592206,666818,6,R,R,X,0.519
FF,592663,666818,6,R,R,X,0.034
FC,502054,621237,5,R,L,X,0.65
SI,606466,621237,4,R,L,X,0.446
SI,682998,621237,5,L,L,X,0.108
CH,681082,612434,7,L,R,X,0.21
SI,664761,612434,13,R,R,X,0.558
SL,547180,669459,4,L,L,X,0.013
SL,607208,669459,13,R,L,X,0.198
SI,656896,621237,9,R,L,X,0.053
FF,677950,622554,12,L,R,X,0.078
SI,666971,622554,5,R,R,X,0.546
SI,672515,622554,4,R,R,X,0.093
FF,656941,669459,5,L,L,X,0.0
SL,669016,669459,7,L,L,X,0.16
FF,502054,554430,11,R,R,X,0.0
ST,606466,554430,8,L,R,X,1.285
FF,682998,554430,3,L,R,X,0.148
FF,672695,554430,3,L,R,X,0.296
KC,592663,668678,8,R,R,X,0.792
FF,681082,668678,1,L,R,X,0.646
FF,664761,668678,11,R,R,X,0.584
FF,677950,554430,3,L,R,X,0.037
SI,672515,554430,11,R,R,X,0.556
SL,607208,668678,9,R,R,X,0.139
KC,656941,668678,8,L,R,X,0.499
SL,669016,668678,3,L,R,X,0.479
KC,592206,668678,13,R,R,X,0.142
ST,502054,554430,9,R,R,X,0.19
SL,592663,668678,9,R,R,X,0.086
FC,547180,668678,14,L,R,X,0.913
FF,607208,668678,6,R,R,X,0.587
FF,682998,554430,6,L,R,X,0.022
FF,592206,668678,6,R,R,X,1.278
FF,677950,554430,9,L,R,X,0.242
FF,672515,554430,12,R,R,X,0.013
CH,681082,668678,5,L,R,X,0.031
SL,664761,668678,9,R,R,X,0.006
FF,547180,668678,2,L,R,X,1.915
FF,607208,668678,9,R,R,X,0.485
FF,656941,668678,5,L,R,X,1.748
ST,572233,554430,6,R,R,X,0.334
FF,682998,554430,6,L,R,X,0.866
SL,663656,600917,14,L,R,X,0.135
FF,547989,600917,8,R,R,X,1.239
SL,641680,650556,5,L,R,X,0.123
SL,670541,547973,7,L,L,X,0.238
SL,608324,547973,9,R,L,X,1.006
FF,666969,593576,12,R,R,X,0.02
FS,641598,593576,6,R,R,X,0.208
SL,673237,622250,6,R,R,X,0.486
SL,665161,622250,1,R,R,X,0.041
SI,643289,656756,4,R,L,X,0.887
FF,543760,593576,6,R,R,X,0.0
FF,665750,434378,6,L,R,X,0.833
CU,676801,656756,8,R,L,X,0.054
SI,663656,656756,5,L,L,X,0.227
FF,666969,434378,6,R,R,X,0.003
CU,608324,656756,5,R,L,X,0.195
CU,514888,656756,13,R,L,X,0.094
SL,543760,434378,5,R,R,X,0.53
SL,665750,434378,5,L,R,X,1.848
CU,665161,656756,9,R,L,X,0.908
FF,643289,656756,4,R,L,X,0.783
CH,676801,656756,6,R,L,X,0.297
SI,663656,656756,3,L,L,X,0.01
SL,663993,434378,2,L,R,X,0.041
FF,641680,434378,3,L,R,X,0.003
SI,608324,656756,4,R,L,X,0.733
SI,514888,656756,11,R,L,X,0.065
SI,665161,656756,5,R,L,X,0.096
FF,666969,434378,11,R,R,X,0.003
SL,641598,434378,9,R,R,X,0.103
SL,608369,434378,5,L,R,X,0.008
FF,643289,656756,4,R,L,X,0.265
SI,676801,656756,4,R,L,X,0.119
SI,663656,656756,4,L,L,X,0.244
CH,547989,656756,14,R,L,X,0.793
SL,543760,434378,9,R,R,X,0.044
SL,673962,434378,9,R,R,X,0.814
CU,663993,434378,5,L,R,X,1.14
FF,641680,434378,9,L,R,X,0.726
FF,666969,434378,7,R,R,X,0.059
CU,608324,656756,8,R,L,X,0.328
SI,514888,656756,2,R,L,X,0.136
SL,641598,434378,14,R,R,X,0.065
CU,608369,434378,4,L,R,X,0.258
SL,543760,434378,6,R,R,X,0.05
SI,592696,621381,2,L,L,X,0.008
SL,607680,621381,11,R,L,X,0.113
SL,669221,642397,2,R,L,X,0.215
CU,592206,572955,5,R,R,X,0.616
CU,592663,572955,14,R,R,X,0.014
SI,621566,642397,6,L,L,X,0.104
FF,645277,518886,7,L,R,X,0.103
FC,547180,621345,5,L,L,X,0.428
FC,607208,621345,9,R,L,X,0.151
FF,656941,621345,6,L,L,X,0.007
FF,660670,518886,4,R,R,X,0.693
SI,669221,621237,8,R,L,X,0.586
SI,542303,621237,5,R,L,X,0.003
FC,669016,621345,7,L,L,X,0.269
FF,592206,675911,5,R,R,X,1.964
FF,592663,675911,3,R,R,X,0.315
SI,621566,621237,6,L,L,X,0.031
FF,663586,622554,5,R,R,X,0.77
FF,645277,622554,8,L,R,X,0.003
SI,660670,622554,8,R,R,X,0.43
FF,664761,675911,11,R,R,X,0.053
SL,607208,675911,5,R,R,X,1.759
SI,671739,624133,8,L,L,X,0.096
CU,606115,624133,6,R,L,X,0.479
SI,669221,624133,9,R,L,X,0.583
FF,669016,675911,5,L,R,X,0.027
SL,592206,675911,4,R,R,X,1.919
SI,542303,624133,14,R,L,X,0.122
SI,621566,624133,7,L,L,X,0.929
CH,663586,624133,13,R,L,X,0.735
CU,645277,624133,13,R,L,X,0.082
SL,664761,675911,14,R,R,X,0.257
SL,547180,675911,5,L,R,X,0.437
FF,607208,675911,8,R,R,X,0.444
FF,656941,675911,5,L,R,X,1.13
CH,660670,624133,14,R,L,X,0.406
SI,671739,624133,6,L,L,X,0.068
CH,606115,624133,14,R,L,X,0.139
FF,607680,624133,2,R,L,X,0.18
FF,669016,675911,4,L,R,X,0.776
FF,592663,675911,5,R,R,X,0.006
SI,542303,624133,9,R,L,X,0.054
CH,621566,624133,9,L,L,X,0.01
CH,681082,675911,2,L,R,X,0.005
SL,607208,675911,5,R,R,X,0.66
FF,663586,624133,9,R,L,X,0.679
CU,645277,624133,13,R,L,X,0.025
FF,660670,624133,8,R,L,X,0.218
KC,547989,661395,4,R,R,X,0.634
FS,663656,661395,4,L,R,X,0.143
FF,621439,650556,5,R,R,X,0.051
FS,608324,661395,4,R,R,X,0.035
KC,514888,661395,14,R,R,X,0.224
FF,455117,661395,2,R,R,X,0.025
SI,621043,593576,5,R,R,X,0.684
ST,665161,643377,6,R,R,X,0.065
CH,593871,664353,3,L,R,X,0.087
CH,666397,664353,8,L,R,X,0.413
CU,572191,664353,5,R,R,X,0.123
FF,547989,663978,11,R,R,X,0.013
CH,650489,664353,1,L,R,X,0.041
FF,680777,664353,12,R,R,X,0.305
FF,514888,663978,2,R,R,X,0.409
FF,621043,664353,11,R,R,X,0.665
CH,596146,664353,4,L,R,X,0.013
FF,668904,664353,5,R,R,X,0.62
FF,665161,663978,4,R,R,X,0.549
CH,676801,663978,7,R,R,X,0.58
FF,547989,573204,6,R,L,X,1.921
FF,670541,573204,13,L,L,X,0.77
CH,593871,664353,8,L,R,X,0.439
FC,608324,592779,6,R,R,X,0.549
SI,514888,592779,5,R,R,X,0.152
FS,665161,657746,8,R,R,X,0.269
FS,676801,657746,14,R,R,X,0.271
FF,547989,657746,4,R,R,X,0.003
CU,596146,664353,3,L,R,X,0.193
CH,668904,664353,5,R,R,X,0.915
CH,593871,664353,13,L,R,X,0.309
FF,666397,664353,1,L,R,X,0.548
SI,670541,657746,8,L,R,X,0.153
FF,608324,657746,5,R,R,X,0.01
FS,514888,657746,9,R,R,X,0.153
FF,621566,547179,13,L,R,X,0.137
SI,663586,547179,11,R,R,X,0.901
SI,660670,547179,5,R,R,X,0.229
FF,671739,547179,3,L,R,X,0.0
SL,547180,678226,14,L,R,X,0.255
FF,669016,700363,4,L,R,X,1.309
FF,592206,700363,5,R,R,X,2.0
FF,606115,689147,9,R,R,X,0.33
ST,518595,689147,14,R,R,X,0.363
ST,542303,689147,9,R,R,X,0.314
FF,681082,700363,2,L,R,X,0.003
FF,664761,700363,8,R,R,X,0.126
FF,621566,622554,3,L,R,X,0.023
CH,645277,622554,5,L,R,X,0.593
SI,660670,622554,8,R,R,X,0.172
FF,547180,700363,8,L,R,X,0.01
FF,607208,700363,5,R,R,X,0.949
FF,656941,700363,2,L,R,X,0.449
SI,671739,621381,14,L,L,X,0.046
FC,606115,621381,5,R,L,X,0.62
FC,542303,605400,5,R,R,X,0.802
FF,592206,700363,4,R,R,X,0.414
ST,681082,543272,8,L,L,X,0.653
ST,547180,543272,6,L,L,X,1.744
FF,663586,605400,4,R,R,X,0.648
CH,645277,605400,14,L,R,X,0.062
SI,660670,605400,8,R,R,X,0.62
FF,671739,605400,14,L,R,X,0.356
FF,669016,543859,4,L,R,X,0.846
FF,518595,605400,2,R,R,X,0.146
FF,592663,543859,1,R,R,X,0.328
SI,664761,693821,1,R,R,X,0.92
SL,547180,693821,5,L,R,X,1.84
SI,607208,693821,8,R,R,X,0.201
SI,656941,693821,1,L,R,X,0.044
SL,669016,693821,5,L,R,X,0.911
SI,592206,693821,4,R,R,X,0.228
SI,663586,605400,9,R,R,X,0.685
KC,645277,605400,13,L,R,X,0.894
SI,660670,605400,14,R,R,X,0.361
CH,671739,605400,13,L,R,X,0.114
CH,681082,693821,7,L,R,X,0.18
SI,518595,605400,8,R,R,X,0.046
SL,656941,693821,1,L,R,X,0.226
CH,621566,605400,13,L,R,X,0.125
SI,663586,605400,13,R,R,X,0.552
SI,660670,605400,4,R,R,X,0.24
ST,571771,623149,6,R,R,X,0.124
ST,621035,623149,6,R,R,X,1.019
FF,669257,623149,9,R,R,X,0.609
FC,607054,623465,6,L,R,X,0.233
SI,677950,623465,7,L,R,X,0.245
ST,666971,623465,4,R,R,X,0.003
SL,502110,656464,14,R,R,X,0.167
SI,502054,660813,4,R,R,X,0.153
FF,606466,660813,2,L,R,X,0.869
SL,571771,657044,14,R,R,X,0.881
SI,621035,657044,11,R,R,X,0.806
SI,669257,657044,8,R,R,X,0.585
SI,571970,657044,7,L,R,X,0.228
SI,518692,657044,7,L,R,X,0.224
FF,672695,681911,13,R,L,X,0.368
FF,677950,681911,5,L,L,X,0.003
SI,605141,657044,7,R,R,X,0.425
CH,500743,573009,14,R,L,X,0.042
SI,444482,573009,9,L,L,X,0.223
FF,666971,675627,11,R,R,X,0.086
SL,606466,675627,8,L,R,X,0.188
CH,571771,573009,14,R,L,X,0.619
CH,669257,694297,4,R,R,X,0.486
FF,672695,657571,8,R,L,X,0.271
CH,518692,694297,7,L,R,X,0.217
FF,605141,694297,6,R,R,X,0.848
FF,666971,657571,7,R,L,X,0.503
CU,672515,458681,4,R,R,X,1.844
FC,572233,458681,5,R,R,X,1.479
SI,502054,458681,8,R,R,X,0.11
FC,606466,458681,6,L,R,X,1.841
FC,682998,458681,5,L,R,X,0.09
FF,672695,458681,5,L,R,X,0.365
CH,500743,694297,8,R,R,X,0.042
FF,444482,694297,6,L,R,X,0.268
ST,571771,694297,5,R,R,X,0.623
CH,677950,458681,4,L,R,X,0.373
CH,666971,458681,6,R,R,X,0.647
CH,672515,458681,5,R,R,X,0.078
FF,572233,458681,5,R,R,X,0.9
FF,518792,694297,8,L,R,X,0.23
FF,669257,694297,1,R,R,X,0.014
SI,571970,694297,7,L,R,X,0.1
CH,502054,458681,6,R,R,X,0.046
FF,606466,458681,5,L,R,X,0.648
FC,682998,458681,6,L,R,X,0.07
SI,502110,694297,5,R,R,X,0.037
CU,518692,694297,8,L,R,X,0.566
FF,605141,694297,6,R,R,X,0.123
SI,656775,600917,4,L,R,X,0.465
FC,669720,600917,2,R,R,X,0.003
CH,665750,666974,7,L,R,X,0.305
SI,673962,666974,5,R,R,X,0.25
FF,641680,669084,12,R,L,X,0.294
FC,543305,600917,2,L,R,X,0.053
FF,668939,547973,4,R,L,X,0.03
FF,683002,547973,8,L,L,X,0.313
CH,641598,669084,6,R,L,X,0.394
SL,608369,669084,5,L,L,X,0.003
FF,656775,543135,4,L,R,X,0.035
SI,543760,502043,6,R,R,X,0.023
CH,665750,502043,8,L,R,X,0.405
ST,673962,502043,5,R,R,X,0.191
FF,663993,502043,6,L,R,X,2.0
FS,656811,543135,7,L,R,X,0.112
FS,663624,543135,4,R,R,X,0.054
FF,623993,543135,3,L,R,X,0.596
FF,641680,502043,9,L,R,X,0.003
CU,668939,543135,13,L,R,X,0.068
FC,683002,543135,6,L,R,X,0.839
FS,624428,543135,13,L,R,X,0.236
CU,676059,543135,7,R,R,X,0.65
CU,656775,543135,4,L,R,X,0.257
ST,641598,502043,9,R,R,X,0.106
SI,543760,502043,8,R,R,X,0.705
FC,656811,543135,12,L,R,X,0.903
FS,623993,543135,5,L,R,X,0.061
FF,665750,669330,11,L,R,X,0.021
SL,673962,669330,6,R,R,X,0.684
FF,641680,669330,6,L,R,X,0.277
CU,668939,543135,14,L,R,X,0.815
FC,683002,543135,8,L,R,X,0.651
FS,624428,543135,4,L,R,X,0.588
FF,666969,665152,2,R,R,X,1.64
CH,641598,665152,8,R,R,X,0.451
FC,543760,665152,9,R,R,X,0.667
FF,665750,665152,2,L,R,X,0.003
SI,673962,665152,13,R,R,X,0.823
SI,663993,665152,4,L,R,X,0.295
FS,656775,543135,13,L,R,X,0.056
FF,669720,543135,2,R,R,X,0.556
FF,656811,543135,5,L,R,X,0.24
FC,641680,665152,7,L,R,X,0.545
CU,666969,665152,14,R,R,X,0.784
CH,641598,665152,5,R,R,X,0.0
CH,608369,665152,9,L,R,X,2.0
FF,543760,665152,5,R,R,X,0.0
CU,623993,543135,13,L,R,X,0.854
FC,683002,543135,6,L,R,X,0.056
FF,650489,606160,6,L,R,X,0.003
SI,665161,643377,7,R,R,X,0.486
FF,643289,641927,3,R,R,X,0.925
FF,547989,641927,2,R,R,X,2.0
FF,670541,641927,12,L,R,X,0.292
SI,621043,664208,2,R,R,X,0.754
FC,668904,664208,6,R,R,X,0.705
CH,514888,641927,14,R,R,X,0.694
FF,455117,641927,5,R,R,X,1.32
FF,665161,641927,4,R,R,X,0.04
SL,593871,650556,6,L,R,X,0.431
CU,673237,628317,5,R,R,X,0.191
FC,680777,686613,6,R,R,X,0.53
FF,650489,686613,9,L,R,X,0.675
KC,456781,686613,14,R,R,X,0.525
KC,621043,686613,9,R,R,X,0.188
FS,663656,628317,8,L,R,X,0.415
FF,670541,628317,6,L,R,X,0.101
SI,608324,628317,6,R,R,X,0.85
FS,514888,628317,8,R,R,X,0.612
FF,455117,628317,2,R,R,X,0.636
FF,680777,664299,3,R,R,X,0.743
FF,643289,641941,4,R,R,X,0.011
FF,547989,641941,1,R,R,X,0.003
ST,670541,543243,8,L,R,X,0.76
ST,608324,543243,5,R,R,X,0.267
FF,666135,664299,1,L,R,X,0.047
FF,621043,664299,6,R,R,X,0.269
FF,455117,543243,3,R,R,X,0.015
FF,665161,543243,5,R,R,X,0.04
ST,643289,543243,3,R,R,X,0.612
SL,668904,664299,6,R,R,X,0.209
FF,596146,664299,4,L,R,X,0.018
FF,663656,543243,2,L,R,X,0.125
SI,670541,543243,6,L,R,X,0.406
FF,650489,664299,1,L,R,X,0.016
FC,608324,543243,6,R,R,X,0.053
ST,455117,543243,1,R,R,X,
ST,665161,543243,2,R,R,X,0.38
CH,596146,664299,7,L,R,X,0.684
ST,643289,543243,12,R,R,X,0.003
ST,547989,543243,8,R,R,X,2.0
CH,663656,543243,8,L,R,X,0.601
FF,670541,543243,12,L,R,X,0.056
ST,514888,543243,9,R,R,X,0.365
FF,592206,628452,6,R,R,X,1.028
SL,592663,628452,8,R,R,X,0.025
SI,621566,642397,12,L,L,X,0.049
SL,663586,656546,8,R,R,X,0.676
FS,645277,656546,14,L,R,X,0.074
SI,671739,621237,5,L,L,X,0.206
FF,664761,621345,5,R,L,X,0.124
CH,607208,621345,8,R,L,X,0.003
FF,656941,621345,2,L,L,X,0.0
ST,518595,554430,5,R,R,X,1.72
FF,621566,554430,5,L,R,X,0.839
CU,681082,572955,9,L,R,X,0.68
CU,592206,572955,8,R,R,X,1.164
FF,645277,554430,2,L,R,X,0.646
FF,671739,554430,5,L,R,X,0.234
ST,606115,554430,8,R,R,X,0.045
FF,592663,641729,1,R,R,X,0.0
SL,547180,641729,13,L,R,X,0.003
FF,656941,641729,12,L,R,X,0.676
FF,592696,554430,2,L,R,X,0.109
FF,518595,554430,2,R,R,X,0.076
FF,542303,554430,2,R,R,X,0.056
FF,681082,489446,3,L,R,X,0.296
FF,592206,489446,4,R,R,X,0.493
FF,621566,554430,5,L,R,X,0.129
SI,663586,554430,4,R,R,X,0.429
CU,547180,608331,13,L,L,X,0.046
SI,607208,608331,8,R,L,X,0.161
FF,660670,554430,2,R,R,X,0.037
FF,606115,554430,1,R,R,X,0.0
FC,592663,608331,5,R,L,X,1.942
ST,547180,608331,7,L,L,X,0.886
CU,664761,608331,8,R,L,X,0.149
FF,621566,554430,7,L,R,X,0.173
CU,607208,608331,5,R,L,X,0.089
ST,656941,608331,2,L,L,X,0.376
FC,681082,608331,5,L,L,X,0.274
SI,592206,608331,9,R,L,X,0.905
FF,592663,608331,7,R,L,X,0.31
FF,664761,608331,4,R,L,X,0.664
FF,607208,608331,14,R,L,X,0.971
FC,656941,608331,4,L,L,X,1.424
FF,543939,623149,8,L,R,X,0.18
FF,571771,623149,7,R,R,X,0.676
ST,502054,623465,14,R,R,X,0.233
FC,606466,623465,6,L,R,X,0.01
FC,672695,623465,5,L,R,X,
SI,621035,656464,4,R,R,X,0.063
SI,666971,523260,4,R,R,X,0.393
SI,518692,657044,13,L,R,X,0.118
SI,605141,657044,5,R,R,X,0.042
SI,606466,523260,4,L,R,X,0.199
SL,682998,523260,9,L,R,X,0.638
SI,672695,523260,8,L,R,X,0.187
SI,543939,657044,13,L,R,X,0.044
SI,571771,685314,9,R,L,X,0.11
CH,502110,668678,13,R,R,X,0.867
FC,571970,668678,3,L,R,X,0.719
KC,669257,668678,13,R,R,X,0.044
FF,677950,518489,5,L,R,X,0.066
SL,666971,518489,14,R,R,X,0.92
SI,572233,518489,4,R,R,X,0.392
FC,605141,668678,6,R,R,X,0.037
KC,500743,668678,14,R,R,X,0.954
FF,444482,668678,7,L,R,X,0.546
SL,502054,518489,9,R,R,X,0.305
FF,518792,668678,2,L,R,X,0.053
FF,502110,668678,5,R,R,X,0.841
FF,571970,668678,2,L,R,X,0.041
FF,669257,668678,3,R,R,X,0.0
SL,677950,660813,6,L,R,X,0.161
FF,518692,668678,13,L,R,X,0.125
FF,605141,668678,11,R,R,X,0.039
SL,500743,668678,14,R,R,X,0.215
SI,666971,660813,4,R,R,X,0.747
SI,672515,660813,11,R,R,X,0.047
SI,572233,660813,6,R,R,X,0.739
FF,444482,668678,6,L,R,X,0.025
SI,502054,660813,4,R,R,X,0.253
FF,606466,676272,12,L,R,X,0.007
FF,672695,676272,1,L,R,X,
FF,669257,668678,5,R,R,X,0.011
FF,518692,668678,7,L,R,X,0.269
FF,605141,668678,14,R,R,X,0.021
FF,666971,676272,5,R,R,X,0.833
SL,672515,676272,4,R,R,X,0.195
SI,572233,676272,8,R,R,X,1.507
SI,502054,676272,4,R,R,X,0.694
FF,606466,676272,1,L,R,X,0.279
FF,656811,600917,4,L,R,X,1.14
FF,543305,600917,5,L,R,X,1.587
CH,669720,656271,6,R,L,X,0.6
FF,623993,656271,8,R,L,X,0.926
SI,641598,666974,7,R,R,X,0.864
SI,543760,666974,4,R,R,X,0.26
CH,665750,666974,13,L,R,X,0.078
SI,673962,666974,4,R,R,X,0.432
FF,663624,622250,8,R,R,X,0.413
CH,668939,674003,8,R,L,X,0.042
CH,622761,674003,12,R,L,X,0.921
FF,656775,674003,4,L,L,X,0.011
SI,641680,672335,8,R,L,X,0.205
SI,666969,672335,14,R,L,X,0.284
FF,543305,674003,5,R,L,X,0.028
FF,641598,669330,5,R,R,X,0.015
FF,608369,669330,5,L,R,X,0.018
CH,543760,669330,14,R,R,X,0.24
CH,623993,674003,4,R,L,X,0.0
FF,668939,674003,5,R,L,X,0.479
FF,622761,674003,3,R,L,X,1.179
SL,665750,656427,8,L,R,X,0.024
FF,663993,656427,7,L,R,X,0.273
FC,656775,674003,6,L,L,X,0.075
FF,676059,674003,4,R,L,X,0.414
CH,543305,674003,7,R,L,X,0.093
SI,669720,656756,6,R,L,X,0.456
CH,683002,656756,5,L,L,X,1.655
SL,666969,656427,8,R,R,X,0.053
SL,641598,656427,8,R,R,X,0.133
FF,543760,656427,1,R,R,X,0.618
CU,623993,656756,13,R,L,X,0.02
FF,663624,656756,4,R,L,X,0.295
SI,668939,656756,8,R,L,X,0.116
SI,622761,656756,9,R,L,X,0.914
SI,656775,656756,5,L,L,X,1.003
CH,676059,656756,8,R,L,X,1.344
ST,663993,657097,9,L,R,X,0.003
CH,641680,657097,11,L,R,X,0.062
FF,543305,656756,11,R,L,X,0.45
CU,669720,656756,8,R,L,X,1.453
SI,623993,656756,5,R,L,X,0.0
